UID,timestamp,NID,attitude
U302113,1573731241,N84391,1
U302113,1573731241,N100456,1
U302113,1573731241,N85347,1
U302113,1573731241,N51163,1
U302113,1573731241,N48718,1
U302113,1573731241,N25756,1
U82405,1573397467,N46494,1
U82405,1573397467,N26368,1
U82405,1573397467,N122706,1
U82405,1573397467,N104027,1
U82405,1573397467,N87702,1
U82405,1573397467,N71041,1
U82405,1573397467,N9962,1
U302113,1573739473,N130129,1
U640657,1573722535,N51163,1
U522037,1573394176,N97935,1
U522037,1573394176,N93955,1
U522037,1573394176,N11483,1
U522037,1573394176,N71280,1
U619453,1573709640,N76665,1
U133273,1573643201,N38938,1
U538057,1573562942,N110303,1
U684469,1573709050,N67588,1
U684469,1573709050,N120332,1
U684469,1573709050,N62670,1
U684469,1573709050,N39403,1
U684469,1573709050,N76116,1
U684469,1573709050,N117376,1
U684469,1573709050,N1444,1
U94573,1573558758,N58449,1
U94573,1573558758,N110303,1
U549037,1573659027,N122150,1
U506701,1573441821,N37658,1
U83845,1573534574,N50244,1
U83845,1573534574,N84235,1
U83845,1573534574,N87684,1
U83845,1573534574,N63622,1
U83845,1573534574,N12675,1
U83845,1573534574,N72485,1
U83845,1573534574,N104624,1
U549037,1573376645,N31174,1
U454825,1573495959,N124245,1
U471493,1573470161,N50244,1
U471493,1573470161,N109513,1
U586909,1573622440,N10627,1
U586909,1573622440,N109887,1
U586909,1573622440,N106875,1
U586909,1573622440,N68164,1
U586909,1573622440,N93225,1
U586909,1573622440,N94572,1
U185077,1573640280,N103852,1
U666073,1573724355,N12730,1
U666073,1573724355,N14675,1
U666073,1573724355,N67937,1
U198181,1573653697,N41547,1
U688033,1573710237,N48015,1
U688033,1573710237,N76665,1
U114985,1573623467,N17464,1
U114985,1573623467,N114200,1
U114985,1573623467,N47767,1
U114985,1573623467,N118870,1
U114985,1573623467,N88091,1
U114985,1573623467,N76759,1
U114985,1573623467,N6725,1
U114985,1573623467,N87795,1
U558001,1573285493,N4858,1
U558001,1573285493,N82810,1
U558001,1573285493,N22524,1
U499537,1573399390,N87702,1
U550765,1573561259,N109344,1
U550765,1573561259,N82719,1
U527617,1573528857,N2750,1
U585793,1573620382,N129969,1
U585793,1573620382,N12681,1
U585793,1573620382,N93856,1
U328177,1573731553,N108405,1
U500221,1573647912,N94594,1
U670897,1573633038,N10285,1
U670897,1573633038,N26331,1
U670897,1573633038,N48784,1
U670897,1573633038,N80561,1
U670897,1573633038,N70989,1
U640657,1573338028,N100547,1
U326845,1573565619,N33078,1
U657937,1573467949,N46785,1
U657937,1573467949,N47257,1
U657937,1573467949,N53488,1
U657937,1573467949,N60032,1
U657937,1573467949,N55944,1
U683785,1573571529,N97183,1
U683785,1573571529,N86358,1
U683785,1573571529,N72485,1
U683785,1573571529,N5165,1
U683785,1573571529,N114946,1
U683785,1573571529,N59935,1
U334009,1573521352,N33957,1
U334009,1573521352,N91381,1
U334009,1573521352,N67089,1
U549037,1573474179,N95770,1
U667801,1573736324,N36222,1
U667801,1573736324,N102882,1
U667801,1573736324,N83707,1
U667801,1573736324,N69201,1
U403921,1573504544,N30899,1
U668701,1573472007,N24969,1
U668701,1573472007,N93643,1
U11053,1573568026,N8124,1
U11053,1573568026,N119838,1
U11053,1573568026,N127357,1
U11053,1573568026,N122478,1
U403921,1573475654,N98178,1
U695557,1573465204,N113741,1
U695557,1573465204,N12613,1
U297109,1573388924,N94157,1
U297109,1573388924,N31174,1
U297109,1573388924,N12586,1
U297109,1573388924,N37924,1
U297109,1573388924,N97935,1
U297109,1573388924,N78206,1
U297109,1573388924,N69563,1
U297109,1573388924,N25145,1
U297109,1573388924,N93955,1
U297109,1573388924,N82315,1
U297109,1573388924,N26368,1
U670897,1573622830,N96373,1
U670897,1573622830,N41975,1
U670897,1573622830,N58198,1
U123337,1573513751,N30899,1
U477073,1573626433,N93856,1
U552997,1573282738,N65783,1
U664345,1573713493,N67588,1
U349309,1573453492,N97369,1
U349309,1573453492,N37658,1
U349309,1573453492,N1328,1
U349309,1573453492,N99291,1
U349309,1573453492,N107637,1
U349309,1573453492,N28421,1
U349309,1573453492,N98178,1
U349309,1573453492,N83702,1
U581617,1573451894,N116323,1
U581617,1573451894,N82404,1
U581617,1573451894,N79812,1
U533341,1573554532,N81689,1
U249301,1573643571,N23077,1
U249301,1573643571,N76271,1
U575857,1573641812,N117029,1
U431425,1573416951,N3664,1
U431425,1573416951,N71090,1
U298009,1573656060,N72037,1
U298009,1573656060,N75618,1
U298009,1573656060,N24668,1
U298009,1573656060,N40742,1
U150085,1573544909,N83412,1
U150085,1573544909,N110303,1
U283321,1573561883,N86358,1
U283321,1573561883,N73331,1
U90793,1573503317,N41891,1
U90793,1573503317,N27097,1
U90793,1573503317,N52079,1
U90793,1573503317,N55544,1
U82405,1573303419,N71090,1
U631045,1573537398,N84235,1
U631045,1573537398,N22564,1
U631045,1573537398,N27097,1
U631045,1573537398,N100073,1
U631045,1573537398,N85986,1
U631045,1573537398,N46739,1
U631045,1573537398,N23744,1
U631045,1573537398,N10760,1
U631045,1573537398,N121715,1
U631045,1573537398,N107483,1
U631045,1573537398,N128057,1
U631045,1573537398,N83412,1
U631045,1573537398,N93232,1
U631045,1573537398,N87684,1
U631045,1573537398,N43085,1
U631045,1573537398,N103345,1
U631045,1573537398,N18539,1
U631045,1573537398,N30899,1
U535609,1573551784,N18861,1
U535609,1573551784,N38902,1
U535609,1573551784,N62203,1
U328861,1573654318,N76677,1
U395893,1573307177,N43186,1
U418825,1573709928,N54296,1
U552997,1573298778,N105805,1
U552997,1573298778,N71090,1
U552997,1573298778,N126891,1
U552997,1573298778,N80019,1
U395893,1573428459,N84137,1
U624853,1573761041,N73313,1
U624853,1573761041,N44109,1
U624853,1573761041,N28861,1
U236341,1573466356,N67747,1
U576361,1573733360,N33967,1
U576361,1573733360,N32792,1
U576361,1573733360,N55816,1
U576361,1573733360,N37805,1
U365473,1573537364,N30899,1
U365473,1573537364,N118883,1
U365473,1573537364,N2750,1
U365473,1573537364,N100073,1
U271909,1573564297,N55204,1
U271909,1573564297,N8719,1
U271909,1573564297,N46329,1
U139321,1573741316,N68624,1
U139321,1573741316,N78508,1
U93241,1573726676,N51163,1
U683425,1573719980,N129623,1
U683425,1573719980,N20312,1
U683425,1573719980,N70523,1
U683425,1573719980,N65017,1
U28621,1573706881,N76665,1
U28621,1573706881,N96805,1
U633025,1573403632,N51158,1
U633025,1573403632,N20281,1
U633025,1573403632,N71090,1
U633025,1573403632,N2591,1
U527617,1573714249,N45626,1
U527617,1573714249,N18070,1
U26101,1573576071,N109703,1
U624853,1573620813,N41975,1
U500221,1573476647,N67089,1
U559621,1573754611,N68624,1
U559621,1573754611,N54368,1
U527617,1573448421,N92480,1
U527617,1573448421,N70786,1
U527617,1573448421,N31879,1
U271909,1573648062,N101900,1
U249301,1573704217,N75499,1
U475273,1573686426,N40583,1
U475273,1573686426,N34172,1
U6661,1573626465,N53474,1
U552241,1573300533,N41951,1
U431425,1573381204,N31174,1
U114985,1573315603,N97946,1
U247249,1573314294,N28348,1
U66457,1573656394,N113723,1
U550765,1573574946,N94572,1
U550765,1573574946,N109703,1
U395893,1573664328,N70363,1
U395893,1573664328,N14374,1
U500797,1573472266,N3718,1
U500797,1573472266,N8719,1
U500797,1573472266,N56278,1
U500797,1573472266,N9935,1
U500797,1573472266,N46945,1
U500797,1573472266,N25967,1
U500797,1573472266,N120919,1
U500797,1573472266,N100547,1
U500797,1573472266,N91047,1
U500797,1573472266,N112050,1
U500797,1573472266,N31879,1
U500797,1573472266,N99134,1
U423577,1573470471,N3718,1
U454825,1573702749,N21085,1
U90793,1573751811,N122944,1
U702685,1573707313,N48015,1
U702685,1573707313,N72677,1
U358705,1573495747,N74550,1
U653833,1573721136,N29441,1
U653833,1573721136,N29544,1
U653833,1573721136,N10673,1
U653833,1573721136,N51163,1
U653833,1573721136,N40233,1
U358705,1573637014,N100261,1
U358705,1573637014,N82233,1
U334009,1573694172,N103363,1
U334009,1573694172,N40310,1
U334009,1573694172,N19487,1
U334009,1573694172,N90424,1
U653833,1573652927,N129240,1
U653833,1573652927,N53474,1
U653833,1573652927,N87315,1
U653833,1573652927,N85123,1
U185077,1573652564,N128257,1
U185077,1573652564,N9432,1
U185077,1573652564,N55647,1
U185077,1573652564,N91275,1
U185077,1573652564,N108363,1
U185077,1573652564,N108140,1
U185077,1573652564,N44376,1
U185077,1573652564,N57998,1
U634861,1573565811,N7937,1
U634861,1573565811,N100206,1
U192457,1573592895,N38152,1
U474301,1573586122,N79082,1
U474301,1573586122,N81071,1
U474301,1573586122,N15933,1
U598789,1573327874,N63740,1
U598789,1573327874,N50080,1
U95005,1573315342,N67870,1
U95005,1573315342,N24596,1
U95005,1573315342,N53271,1
U95005,1573315342,N114054,1
U95005,1573315342,N4480,1
U95005,1573315342,N120919,1
U95005,1573315342,N46798,1
U95005,1573315342,N24812,1
U95005,1573315342,N71090,1
U95005,1573315342,N57877,1
U95005,1573315342,N92459,1
U95005,1573315342,N97946,1
U95005,1573315342,N61401,1
U95005,1573315342,N104133,1
U95005,1573315342,N57948,1
U95005,1573315342,N106344,1
U95005,1573315342,N126415,1
U95005,1573315342,N4215,1
U95005,1573315342,N287,1
U95005,1573315342,N50001,1
U95005,1573315342,N84137,1
U95005,1573315342,N38820,1
U95005,1573315342,N59654,1
U495037,1573617950,N107952,1
U495037,1573617950,N19525,1
U495037,1573617950,N114935,1
U257797,1573356770,N97946,1
U471493,1573648775,N127134,1
U13933,1573558240,N82315,1
U13933,1573558240,N70363,1
U556957,1573624701,N94421,1
U564697,1573710563,N87468,1
U564697,1573710563,N41710,1
U564697,1573710563,N20223,1
U564697,1573710563,N84886,1
U54829,1573553369,N84381,1
U286201,1573707338,N67290,1
U286201,1573707338,N87133,1
U286201,1573707338,N108140,1
U286201,1573707338,N100738,1
U286201,1573707338,N40040,1
U286201,1573707338,N51801,1
U286201,1573707338,N80784,1
U286201,1573707338,N53714,1
U84241,1573480678,N110629,1
U84241,1573480678,N27947,1
U495037,1573555581,N84689,1
U668701,1573307045,N102389,1
U668701,1573307045,N106344,1
U668701,1573307045,N52462,1
U683425,1573439905,N14826,1
U683425,1573439905,N127163,1
U683425,1573439905,N18508,1
U683425,1573439905,N32569,1
U683425,1573439905,N1328,1
U623485,1573745994,N33443,1
U527617,1573734195,N92300,1
U527617,1573469637,N127814,1
U527617,1573469637,N78999,1
U527617,1573469637,N109605,1
U527617,1573469637,N56410,1
U450001,1573635391,N117242,1
U450001,1573635391,N53225,1
U450001,1573635391,N69229,1
U450001,1573635391,N12368,1
U450001,1573635391,N53176,1
U328177,1573470104,N31879,1
U328177,1573470104,N47257,1
U705457,1573541352,N18539,1
U705457,1573541352,N115021,1
U705457,1573541352,N14374,1
U705457,1573541352,N88440,1
U705457,1573541352,N100073,1
U705457,1573541352,N38830,1
U705457,1573541352,N87684,1
U249301,1573558698,N78605,1
U236341,1573536609,N100073,1
U665965,1573722738,N102458,1
U640657,1573268557,N31323,1
U334405,1573652709,N129678,1
U334405,1573652709,N50546,1
U334405,1573652709,N111434,1
U334405,1573652709,N53474,1
U334405,1573652709,N24701,1
U334405,1573652709,N123683,1
U334405,1573652709,N20645,1
U334405,1573652709,N64744,1
U334405,1573652709,N5315,1
U334405,1573652709,N101900,1
U334405,1573652709,N9432,1
U334405,1573652709,N92009,1
U334405,1573652709,N18509,1
U334405,1573652709,N28977,1
U114985,1573276822,N38630,1
U114985,1573276822,N89238,1
U114985,1573276822,N86120,1
U114985,1573276822,N114054,1
U114985,1573276822,N78222,1
U114985,1573276822,N22436,1
U688681,1573739243,N36014,1
U688681,1573739243,N32863,1
U688681,1573739243,N100456,1
U76897,1573660141,N53474,1
U76897,1573660141,N115980,1
U76897,1573660141,N127572,1
U76897,1573660141,N92441,1
U76897,1573660141,N27460,1
U581617,1573724260,N4648,1
U28621,1573443019,N1328,1
U257797,1573390937,N111291,1
U257797,1573390937,N78699,1
U257797,1573390937,N15359,1
U418429,1573385423,N50858,1
U429193,1573470186,N31879,1
U429193,1573470186,N123077,1
U11053,1573485736,N27635,1
U11053,1573485736,N74550,1
U11053,1573485736,N28925,1
U549037,1573384979,N32154,1
U533845,1573681246,N5287,1
U95005,1573329004,N67025,1
U95005,1573329004,N12419,1
U95005,1573329004,N46071,1
U206353,1573727028,N92199,1
U206353,1573727028,N14675,1
U206353,1573727028,N34629,1
U206353,1573727028,N67588,1
U206353,1573727028,N25814,1
U114985,1573471000,N92438,1
U114985,1573471000,N76415,1
U471493,1573742349,N74401,1
U471493,1573742349,N76665,1
U471493,1573742349,N76681,1
U372817,1573558084,N7937,1
U372817,1573558084,N30417,1
U372817,1573558084,N110303,1
U372817,1573558084,N110473,1
U372817,1573558084,N123784,1
U372817,1573558084,N47616,1
U372817,1573558084,N62203,1
U372817,1573558084,N51320,1
U298909,1573322220,N59654,1
U298909,1573322220,N38737,1
U298909,1573322220,N81936,1
U695557,1573416346,N68098,1
U695557,1573416346,N43700,1
U413173,1573280335,N66489,1
U413173,1573280335,N35189,1
U634861,1573320231,N60110,1
U634861,1573320231,N63740,1
U28621,1573617692,N13279,1
U177229,1573755699,N96958,1
U616645,1573736780,N51022,1
U616645,1573736780,N107324,1
U286201,1573538834,N113126,1
U286201,1573538834,N118883,1
U286201,1573538834,N37186,1
U319753,1573707519,N25751,1
U54829,1573569993,N123784,1
U54829,1573569993,N75494,1
U395893,1573498760,N46739,1
U395893,1573498760,N44136,1
U395893,1573498760,N23689,1
U395893,1573498760,N3075,1
U423577,1573653516,N92009,1
U423577,1573653516,N94594,1
U415801,1573540312,N87684,1
U54829,1573500739,N63043,1
U54829,1573500739,N24847,1
U54829,1573500739,N88603,1
U581617,1573476673,N11682,1
U525925,1573304597,N71090,1
U302113,1573560711,N76434,1
U302113,1573560711,N100539,1
U37081,1573475404,N47110,1
U82405,1573571324,N65533,1
U82405,1573571324,N34919,1
U47161,1573724344,N47863,1
U47161,1573724344,N110627,1
U47161,1573724344,N32792,1
U47161,1573724344,N114449,1
U431425,1573759620,N118623,1
U667801,1573449145,N95962,1
U667801,1573449145,N32154,1
U667801,1573449145,N110523,1
U667801,1573449145,N37658,1
U667801,1573449145,N7807,1
U667801,1573449145,N83702,1
U667801,1573449145,N128124,1
U62389,1573303247,N52920,1
U62389,1573303247,N126891,1
U585253,1573701377,N122150,1
U585253,1573701377,N76661,1
U585253,1573701377,N93668,1
U585253,1573701377,N55725,1
U585253,1573701377,N41547,1
U527581,1573738707,N91238,1
U236341,1573446656,N37658,1
U228241,1573471006,N93674,1
U667801,1573712850,N1444,1
U667801,1573712850,N46716,1
U705457,1573679824,N45861,1
U354457,1573479001,N47257,1
U559621,1573757752,N23748,1
U670897,1573642924,N22811,1
U670897,1573642924,N76677,1
U670897,1573642924,N123475,1
U670897,1573642924,N82233,1
U670897,1573642924,N88247,1
U139321,1573633122,N19455,1
U139321,1573633122,N7282,1
U576361,1573648828,N124677,1
U576361,1573648828,N76677,1
U271909,1573451193,N98178,1
U123049,1573662185,N4409,1
U123049,1573662185,N68007,1
U123049,1573662185,N79233,1
U123049,1573662185,N44678,1
U232777,1573628109,N33461,1
U232777,1573628109,N41315,1
U232777,1573628109,N12599,1
U334405,1573308483,N118589,1
U334405,1573308483,N53751,1
U334405,1573308483,N4858,1
U334405,1573308483,N73137,1
U334405,1573308483,N7601,1
U273745,1573590544,N27738,1
U247249,1573579413,N109703,1
U597961,1573432532,N37658,1
U616645,1573729775,N33011,1
U616645,1573729775,N64873,1
U616645,1573729775,N44264,1
U236341,1573657468,N76677,1
U266257,1573725889,N50730,1
U266257,1573725889,N50175,1
U266257,1573725889,N13214,1
U372817,1573574946,N25852,1
U372817,1573574946,N65201,1
U372817,1573574946,N46802,1
U372817,1573574946,N10244,1
U372817,1573574946,N92498,1
U372817,1573574946,N6725,1
U372817,1573574946,N47277,1
U372817,1573574946,N21723,1
U372817,1573574946,N90870,1
U492841,1573507626,N114227,1
U492841,1573507626,N4612,1
U177229,1573499213,N67459,1
U556957,1573591326,N106875,1
U395893,1573570883,N49283,1
U123337,1573455145,N99177,1
U702685,1573721542,N119988,1
U114985,1573367680,N37105,1
U114985,1573367680,N9293,1
U640657,1573488757,N20789,1
U640657,1573488757,N85986,1
U640657,1573488757,N30899,1
U28621,1573625051,N7282,1
U28621,1573625051,N22215,1
U135073,1573651225,N49086,1
U135073,1573651225,N114252,1
U135073,1573651225,N24701,1
U135073,1573651225,N96729,1
U135073,1573651225,N16244,1
U135073,1573651225,N112335,1
U640657,1573433301,N32154,1
U210601,1573678206,N123683,1
U210601,1573678206,N62357,1
U492841,1573405341,N13888,1
U492841,1573405341,N31323,1
U93241,1573748210,N87146,1
U454825,1573525349,N30899,1
U454825,1573525349,N27097,1
U695557,1573445121,N125176,1
U695557,1573445121,N83902,1
U695557,1573445121,N49392,1
U54829,1573528046,N58823,1
U150085,1573544847,N41710,1
U150085,1573544847,N57978,1
U150085,1573544847,N52079,1
U247249,1573736258,N34254,1
U688033,1573635629,N80719,1
U552997,1573461012,N65658,1
U418825,1573469752,N47026,1
U123337,1573574863,N7968,1
U271909,1573630966,N13761,1
U96733,1573562428,N127127,1
U418825,1573451010,N99134,1
U418825,1573451010,N117487,1
U418825,1573451010,N7119,1
U477073,1573725572,N42649,1
U624853,1573660191,N96029,1
U624853,1573660191,N102136,1
U326845,1573540582,N30899,1
U326845,1573540582,N20990,1
U62389,1573261269,N116904,1
U62389,1573261269,N62595,1
U192457,1573309517,N110973,1
U123049,1573724616,N110627,1
U549037,1573564780,N46739,1
U499537,1573262964,N14853,1
U499537,1573262964,N103397,1
U474517,1573629282,N120696,1
U474517,1573629282,N93856,1
U90793,1573685615,N107952,1
U533845,1573323587,N45124,1
U552241,1573300274,N120769,1
U675541,1573374165,N18478,1
U675541,1573374165,N53656,1
U675541,1573374165,N40282,1
U675541,1573374165,N31174,1
U549037,1573646892,N94453,1
U90793,1573301408,N128031,1
U224497,1573466517,N113741,1
U281233,1573480403,N27251,1
U527617,1573532379,N63952,1
U527617,1573532379,N71353,1
U702433,1573540163,N87684,1
U94573,1573474909,N36306,1
U94573,1573474909,N78111,1
U527581,1573261390,N62595,1
U527581,1573261390,N40093,1
U365473,1573647942,N24001,1
U365473,1573647942,N5287,1
U559621,1573293875,N52435,1
U228205,1573533045,N91047,1
U228205,1573533045,N71353,1
U228205,1573533045,N85063,1
U525925,1573479803,N47257,1
U123337,1573712230,N76665,1
U228241,1573469422,N89651,1
U228241,1573469422,N61933,1
U28621,1573449319,N108749,1
U395893,1573455241,N98178,1
U640657,1573354419,N123901,1
U556957,1573714933,N91390,1
U273745,1573763685,N55761,1
U133273,1573295636,N87065,1
U133273,1573295636,N91474,1
U355897,1573409519,N91151,1
U355897,1573409519,N71041,1
U355897,1573409519,N83843,1
U355897,1573409519,N35174,1
U705457,1573476872,N47257,1
U198181,1573737202,N94973,1
U198181,1573737202,N102499,1
U326845,1573734588,N67937,1
U326845,1573734588,N51163,1
U326845,1573734588,N85089,1
U326845,1573734588,N117695,1
U326845,1573734588,N113680,1
U326845,1573734588,N14675,1
U326845,1573734588,N9667,1
U326845,1573734588,N40795,1
U454825,1573534132,N52079,1
U527617,1573366653,N118266,1
U527617,1573366653,N93337,1
U533845,1573740102,N87146,1
U533845,1573740102,N107399,1
U533845,1573740102,N118623,1
U139321,1573741641,N63165,1
U139321,1573741641,N9667,1
U139321,1573741641,N6789,1
U139321,1573741641,N92199,1
U139321,1573741641,N88596,1
U616645,1573738712,N84706,1
U616645,1573738712,N55816,1
U688033,1573550617,N28518,1
U688033,1573550617,N38902,1
U688033,1573550617,N30899,1
U688033,1573550617,N3075,1
U500221,1573701214,N116711,1
U500221,1573701214,N91390,1
U522037,1573579416,N71607,1
U522037,1573579416,N19292,1
U522037,1573579416,N71593,1
U522037,1573579416,N68520,1
U522037,1573579416,N120930,1
U522037,1573579416,N66780,1
U522037,1573579416,N22895,1
U82405,1573557165,N54865,1
U82405,1573557165,N36896,1
U454825,1573454100,N37929,1
U133273,1573751163,N49048,1
U133273,1573751163,N34424,1
U133273,1573751163,N92199,1
U133273,1573751163,N62235,1
U133273,1573751163,N17907,1
U525925,1573571036,N86358,1
U525925,1573571036,N37544,1
U298909,1573490577,N6817,1
U298909,1573490577,N122245,1
U298909,1573490577,N123234,1
U298909,1573490577,N30899,1
U298909,1573490577,N70363,1
U705457,1573633608,N47925,1
U549037,1573707077,N18405,1
U228241,1573621876,N22215,1
U228241,1573621876,N122287,1
U228241,1573621876,N31760,1
U665965,1573554298,N108261,1
U652681,1573518818,N90693,1
U652681,1573518818,N27097,1
U652681,1573518818,N2750,1
U652681,1573518818,N20990,1
U652681,1573518818,N70363,1
U652681,1573518818,N30899,1
U527617,1573619155,N64640,1
U159841,1573588603,N15091,1
U475273,1573602432,N25656,1
U475273,1573602432,N86059,1
U257797,1573406451,N93068,1
U96733,1573717185,N114449,1
U96733,1573717185,N96805,1
U96733,1573717185,N41547,1
U96733,1573717185,N110627,1
U477073,1573735285,N111798,1
U477073,1573735285,N20078,1
U653041,1573455345,N28421,1
U283321,1573444292,N32154,1
U283321,1573444292,N3664,1
U358705,1573468213,N13750,1
U559621,1573273348,N86120,1
U559621,1573273348,N793,1
U559621,1573273348,N95605,1
U695557,1573271617,N65783,1
U431425,1573513915,N53859,1
U431425,1573513915,N104047,1
U431425,1573513915,N43747,1
U271909,1573644339,N24701,1
U249301,1573447188,N17373,1
U90793,1573614222,N113117,1
U90793,1573614222,N10802,1
U705457,1573362810,N39404,1
U705457,1573362810,N15289,1
U82405,1573557410,N100380,1
U545293,1573448376,N37658,1
U545293,1573448376,N79812,1
U545293,1573448376,N4858,1
U545293,1573448376,N83702,1
U360289,1573648112,N82233,1
U395893,1573571292,N37544,1
U395893,1573571292,N81415,1
U395893,1573571292,N5165,1
U66457,1573558458,N38902,1
U66457,1573558458,N7937,1
U66457,1573558458,N20990,1
U66457,1573558458,N2750,1
U66457,1573558458,N62203,1
U66457,1573558458,N12003,1
U66457,1573558458,N110303,1
U66457,1573558458,N100073,1
U66457,1573558458,N18947,1
U66457,1573558458,N108379,1
U658045,1573709017,N33702,1
U507709,1573362790,N26368,1
U652681,1573439490,N58102,1
U652681,1573439490,N43729,1
U652681,1573439490,N37658,1
U492841,1573591079,N5165,1
U549037,1573629323,N47925,1
U232777,1573305593,N128184,1
U666073,1573312485,N66384,1
U666073,1573312485,N8159,1
U666073,1573312485,N97946,1
U666073,1573312485,N129740,1
U177229,1573296408,N80019,1
U177229,1573296408,N110066,1
U82405,1573631808,N100417,1
U82405,1573631808,N47925,1
U82405,1573631808,N57457,1
U82405,1573631808,N7876,1
U328861,1573626507,N53474,1
U328861,1573626507,N12681,1
U328861,1573626507,N96356,1
U326845,1573543762,N3161,1
U326845,1573543762,N109344,1
U326845,1573543762,N10760,1
U326845,1573543762,N86504,1
U326845,1573543762,N115021,1
U326845,1573543762,N84381,1
U658801,1573276907,N95406,1
U658801,1573276907,N10544,1
U658801,1573276907,N62595,1
U247249,1573709739,N1444,1
U126289,1573613795,N24261,1
U126289,1573613795,N20964,1
U126289,1573613795,N58342,1
U126289,1573613795,N46415,1
U126289,1573613795,N128583,1
U126289,1573613795,N100324,1
U558001,1573380946,N125176,1
U675541,1573311748,N86130,1
U710497,1573544015,N46262,1
U228205,1573662291,N1923,1
U135073,1573559441,N52617,1
U475273,1573314188,N4858,1
U349309,1573534097,N93232,1
U349309,1573534097,N103674,1
U349309,1573534097,N54892,1
U349309,1573534097,N20990,1
U349309,1573534097,N49697,1
U349309,1573534097,N83412,1
U349309,1573534097,N63952,1
U349309,1573534097,N42187,1
U349309,1573534097,N12781,1
U349309,1573534097,N71394,1
U418825,1573553412,N129215,1
U418825,1573553412,N114935,1
U37081,1573541316,N46739,1
U37081,1573541316,N110303,1
U37081,1573541316,N2750,1
U37081,1573541316,N20990,1
U37081,1573541316,N118883,1
U247249,1573543751,N96859,1
U630037,1573553917,N114135,1
U630037,1573553917,N127357,1
U556957,1573366412,N21960,1
U28621,1573643705,N76677,1
U273745,1573274270,N86149,1
U495217,1573313074,N114627,1
U495217,1573313074,N71090,1
U495217,1573313074,N15300,1
U123337,1573573892,N37544,1
U500797,1573554776,N20990,1
U500797,1573554776,N38378,1
U500797,1573554776,N123724,1
U544789,1573630567,N83010,1
U544789,1573630567,N120696,1
U544789,1573630567,N47925,1
U640657,1573653614,N24701,1
U474301,1573394808,N93154,1
U474301,1573394808,N58541,1
U474301,1573394808,N28902,1
U474301,1573394808,N47675,1
U474301,1573394808,N31724,1
U474301,1573394808,N29948,1
U54829,1573458363,N62730,1
U54829,1573458363,N103953,1
U623485,1573613071,N27738,1
U623485,1573613071,N64639,1
U623485,1573613071,N95525,1
U623485,1573613071,N20964,1
U623485,1573613071,N29481,1
U556957,1573500579,N27097,1
U657937,1573636920,N83621,1
U657937,1573636920,N37479,1
U47161,1573463253,N47257,1
U95005,1573593005,N105071,1
U95005,1573593005,N63952,1
U95005,1573593005,N71440,1
U95005,1573593005,N108736,1
U670897,1573534497,N52079,1
U670897,1573534497,N29057,1
